id,domain,intent,user_query,response,source,split
2895,E-commerce,return_order,What is the process for returning an item? (request 28),"Start a return request from your order details, select the reason, and follow the packaging and pickup or drop-off instructions.",curated_project_dataset,train
2896,Healthcare,lab_test,Where can I get my blood test done? (request 10),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,validation
2897,Healthcare,medical_report,How do I download my lab report? (request 56),"If online access is provided, sign in to the patient portal and look under reports or test results.",curated_project_dataset,train
2898,E-commerce,delivery_time,Can you help me with this? How long does delivery take?,"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,train
2899,Finance,transfer_pending,My bank transfer has not completed (request 95),"Please check the transfer status and expected processing time. If it remains pending longer than expected, contact your bank.",curated_project_dataset,train
2900,Finance,loan_information,How can I apply for a loan? (request 57),"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train
2901,E-commerce,payment_failed,Why was my online payment declined? (request 50),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train
2902,E-commerce,cancel_order,Can I cancel my purchase? (request 94),Cancellation depends on the order status. Please open the order details and check whether the cancellation option is available.,curated_project_dataset,train
2903,E-commerce,cancel_order,Can I cancel my purchase? (request 34),Cancellation depends on the order status. Please open the order details and check whether the cancellation option is available.,curated_project_dataset,train
2904,Healthcare,emergency_guidance,This feels like an emergency (request 52),"Please seek immediate emergency medical assistance. If possible, have someone stay with you while help is arranged.",curated_project_dataset,train
2905,Healthcare,appointment_reschedule,Can I change my appointment time? (request 81),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
2906,E-commerce,cancel_order,I want to cancel my order (request 65),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,train
2907,Healthcare,health_insurance,Can I use insurance for my hospital visit? (request 55),This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,validation
2908,Healthcare,health_insurance,Can I use insurance for my hospital visit? (request 19),This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train
2909,Finance,card_payment,Why did my card payment fail? (request 26),"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,train
2910,Healthcare,emergency_guidance,When should I seek emergency care? (request 71),"Emergency care may be needed for severe or rapidly worsening symptoms. When in doubt about a potentially serious condition, seek immediate professional medical help.",curated_project_dataset,train
2911,Finance,lost_or_stolen_card,My ATM card was stolen Please tell me what to do.,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
2912,Finance,credit_card,What is my credit card limit? (request 78),"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train
2913,E-commerce,track_order,Where is my order? (request 29),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train
2914,E-commerce,track_order,How can I track my package? (request 38),Use the tracking link in your order details or provide your order number to check the shipment status.,curated_project_dataset,validation
2915,Finance,fraud_transaction,Can you help me with this? There is a suspicious transaction on my account. Can you guide me?,Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train
2916,Healthcare,health_insurance,I need information about health insurance (request 96),"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train
2917,Healthcare,health_insurance,Can I use insurance for my hospital visit? (request 75),This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train
2918,E-commerce,product_information,Does this product have the features I need? (request 46),"Please check the product specifications and description. If a required feature is unclear, contact the seller for confirmation.",curated_project_dataset,train
2919,Healthcare,health_insurance,I need information about health insurance (request 100),"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train
2920,E-commerce,payment_failed,Why was my online payment declined? (request 18),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train
2921,Healthcare,lab_test,Where can I get my blood test done? (request 74),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,train
2922,Finance,loan_information,How can I apply for a loan? (request 41),"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train
2923,Finance,fraud_transaction,Someone may have used my card (request 58),"Contact your card issuer immediately using the official number or app, secure your account, and follow the issuer's instructions for reporting suspected fraud.",curated_project_dataset,train
2924,E-commerce,wrong_product,My order contains a different product (request 74),Start a return or replacement request for the incorrect item and follow the seller's instructions.,curated_project_dataset,train
2925,E-commerce,wrong_product,I want to know: I got the wrong product. What should I do?,"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train
2926,Finance,loan_information,How do I check loan eligibility? (request 32),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train
2927,E-commerce,damaged_product,What should I do if my item is damaged? (request 6),"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,validation
2928,Finance,card_payment,I cannot pay with my card (request 47),"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,train
2929,E-commerce,track_order,What is the status of my order? (request 27),Please provide your order number so the current delivery status can be checked.,curated_project_dataset,train
2930,Healthcare,lab_test,Do I need an appointment for a lab test? (request 79),It depends on the laboratory and test. Check the laboratory's booking requirements before visiting.,curated_project_dataset,train
2931,E-commerce,track_order,What is the status of my order? (request 67),Please provide your order number so the current delivery status can be checked.,curated_project_dataset,train
2932,Finance,transaction_issue,There is a problem with my transaction (request 53),"Review the transaction details and status in your banking account. If the issue is unresolved, contact your bank with the transaction reference.",curated_project_dataset,train
2933,E-commerce,track_order,Where is my order? (request 85),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train
2934,Healthcare,medical_report,I received my test report. What does it mean? (request 43),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train
2935,Finance,lost_or_stolen_card,I have a problem: My debit card is missing,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,validation
2936,E-commerce,delivery_time,Can I know the expected delivery date? (request 91),Yes. Check your order details for the current estimated delivery date.,curated_project_dataset,train
2937,Healthcare,symptoms_information,I have been feeling unwell. What should I do? (request 35),"If symptoms are mild, monitor them and consider contacting a healthcare professional. Seek urgent medical care if symptoms are severe or rapidly worsening.",curated_project_dataset,train
2938,E-commerce,damaged_product,My product arrived damaged (request 81),"Please take photos of the damaged item and packaging, then report the issue through the order's return or support process as soon as possible.",curated_project_dataset,train
2939,Finance,bank_account,Can I open a bank account online? (request 48),"Many banks offer online account opening, subject to eligibility and verification requirements. Check your bank's official website.",curated_project_dataset,train
2940,Finance,loan_information,I need information about a personal loan (request 74),"Personal-loan terms vary by lender, including eligibility, interest rate, tenure, and fees. Review the lender's official terms before applying.",curated_project_dataset,train
2941,Finance,transaction_issue,Why is my transaction not showing? Can you guide me?,Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,train
2942,Finance,transfer_pending,My money transfer is pending. Can you guide me?,Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
2943,Healthcare,symptoms_information,I have been feeling unwell. What should I do? (request 55),"If symptoms are mild, monitor them and consider contacting a healthcare professional. Seek urgent medical care if symptoms are severe or rapidly worsening.",curated_project_dataset,train
2944,Finance,lost_or_stolen_card,"Please help, My ATM card was stolen","If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
2945,Healthcare,medication_information,How should I learn about my prescribed medicine? (request 7),"Review the prescription and medication leaflet, and ask your doctor or pharmacist about dosage, interactions, and precautions.",curated_project_dataset,train
2946,E-commerce,account_issue,How do I update my account details? (request 15),"Open your account settings and edit the available profile information, then save the changes.",curated_project_dataset,train
2947,E-commerce,damaged_product,My product arrived damaged (request 49),"Please take photos of the damaged item and packaging, then report the issue through the order's return or support process as soon as possible.",curated_project_dataset,train
2948,Finance,bank_account,How do I open a bank account? (request 97),"Account-opening requirements vary by bank. Check the bank's official website or branch for eligibility, documents, and application steps.",curated_project_dataset,train
2949,Finance,transaction_issue,I need help with this: My transaction looks incorrect. Can you guide me?,"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,train
2950,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 91),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train
2951,Healthcare,health_insurance,Can I use insurance for my hospital visit? (request 63),This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train
2952,Finance,transfer_pending,My money transfer is pending (request 97),Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
2953,Healthcare,medical_report,Can you explain my medical report? (request 82),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train
2954,E-commerce,damaged_product,My delivery was damaged,Please report the damaged delivery through your order page and request a return or replacement.,curated_project_extension,train
2955,Healthcare,appointment_cancel,I need to cancel my doctor's appointment (request 50),Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train
2956,Healthcare,appointment_reschedule,Can I move my appointment to next week? (request 35),You can reschedule if the provider has an available slot next week.,curated_project_dataset,train
2957,Finance,transfer_failed,Please help me: My money transfer failed. Can you guide me?,"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,train
2958,Finance,cash_withdrawal,The ATM did not give me cash (request 46),"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,train
2959,Healthcare,appointment_reschedule,Please help me: Can I move my appointment to next week?,You can reschedule if the provider has an available slot next week.,curated_project_dataset,train
2960,Finance,transfer_failed,Why did my transfer fail? (request 46),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train
2961,Finance,transfer_pending,My bank transfer has not completed (request 99),"Please check the transfer status and expected processing time. If it remains pending longer than expected, contact your bank.",curated_project_dataset,train
2962,E-commerce,damaged_product,What should I do if my item is damaged? (request 42),"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,train
2963,E-commerce,track_order,Where is my order? (request 9),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train
2964,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 93),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train
2965,E-commerce,track_order,Where is my order? (request 97),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train
2966,Finance,credit_card,How do I pay my credit card bill? (request 55),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train
2967,Healthcare,lab_test,How do I book a lab test? (request 57),"Select the required test, choose an available laboratory or collection service, and confirm the appointment if booking is available.",curated_project_dataset,train
2968,Finance,transaction_issue,I need help with a bank transaction (request 52),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train
2969,Healthcare,medical_report,How do I download my lab report? (request 96),"If online access is provided, sign in to the patient portal and look under reports or test results.",curated_project_dataset,train
2970,Finance,transaction_issue,There is a problem with my transaction (request 37),"Review the transaction details and status in your banking account. If the issue is unresolved, contact your bank with the transaction reference.",curated_project_dataset,train
2971,Healthcare,prescription,Where can I find my prescription? (request 65),Your prescription may be available in your healthcare account or provided by your doctor. Check your medical records or contact the clinic.,curated_project_dataset,train
2972,Finance,cash_withdrawal,I need help with this: I could not withdraw cash. Can you guide me?,"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
2973,Finance,lost_or_stolen_card,I cannot find my credit card Please help.,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
2974,E-commerce,return_order,What is the process for returning an item? (request 88),"Start a return request from your order details, select the reason, and follow the packaging and pickup or drop-off instructions.",curated_project_dataset,train
2975,Finance,bank_account,What documents are needed to open an account? (request 70),Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,train
2976,Finance,card_payment,Why did my card payment fail? (request 58),"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,train
2977,Healthcare,medical_report,I received my test report. What does it mean? (request 39),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train
2978,Healthcare,appointment_cancel,Can I cancel my appointment today? (request 15),"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,train
2979,Healthcare,prescription,Where can I find my prescription? (request 89),Your prescription may be available in your healthcare account or provided by your doctor. Check your medical records or contact the clinic.,curated_project_dataset,train
2980,E-commerce,payment_failed,Why was my online payment declined? (request 94),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train
2981,E-commerce,product_information,How can I get information about a product? (request 69),"Open the product page to view its description, specifications, availability, price, and seller information.",curated_project_dataset,train
2982,Finance,lost_or_stolen_card,I need help: What should I do if I lose my card?,"If your card is lost or stolen, block it immediately through your bank's official app or contact the bank's customer support.",curated_project_extension,train
2983,Healthcare,appointment_reschedule,I need to reschedule my doctor's visit (request 94),"Open your appointment and select Reschedule, then choose another available date and time.",curated_project_dataset,train
2984,E-commerce,refund,My refund has not arrived (request 78),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train
2985,Finance,balance_inquiry,How can I check my balance? (request 98),Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,train
2986,Finance,loan_information,How can I apply for a loan? (request 97),"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train
2987,Healthcare,appointment_reschedule,Can I change my appointment time? (request 29),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
2988,E-commerce,track_order,Where is my order? (request 77),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train
2989,Healthcare,lab_test,Can you help me with this? How do I book a lab test?,"Select the required test, choose an available laboratory or collection service, and confirm the appointment if booking is available.",curated_project_dataset,train
2990,E-commerce,delivery_time,Do you offer fast delivery? (request 68),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train
2991,Healthcare,health_insurance,I need help with this: Can I use insurance for my hospital visit?,This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train
2992,E-commerce,track_order,Please help me: Where is my order?,I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train
2993,E-commerce,payment_failed,Can you help me with this? Why was my online payment declined?,"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train
2994,E-commerce,delivery_time,Please help me: Can I know the expected delivery date?,Yes. Check your order details for the current estimated delivery date.,curated_project_dataset,train
2995,Finance,fraud_transaction,I need help with this: There is a suspicious transaction on my account. Can you guide me?,Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train
2996,Healthcare,symptoms_information,Can you help me with this? What should I do about these symptoms?,"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train
2997,E-commerce,account_issue,How do I update my account details? (request 63),"Open your account settings and edit the available profile information, then save the changes.",curated_project_dataset,train
2998,E-commerce,payment_failed,I cannot complete my payment (request 31),"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train
2999,E-commerce,delivery_time,Do you offer fast delivery? (request 20),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train
3000,Finance,balance_inquiry,Please help me: Can I check my balance online? Can you guide me?,Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,train
3001,Healthcare,appointment_reschedule,Can I change my appointment time? (request 93),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
3002,E-commerce,product_information,How can I get information about a product? (request 65),"Open the product page to view its description, specifications, availability, price, and seller information.",curated_project_dataset,train
3003,Finance,card_payment,My debit card payment did not work (request 40),"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,train
3004,E-commerce,product_information,How can I get information about a product? (request 25),"Open the product page to view its description, specifications, availability, price, and seller information.",curated_project_dataset,train
3005,Finance,card_payment,My card payment was declined (request 29),"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train
3006,E-commerce,damaged_product,Can you help me with this? The package arrived damaged.,Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train
3007,Finance,cash_withdrawal,Can you help me with this? My ATM transaction failed. Can you guide me?,Check your account and ATM transaction status. Contact your bank if money was debited or the issue continues.,curated_project_dataset,train
3008,Healthcare,appointment_reschedule,Can I move my appointment to next week? (request 75),You can reschedule if the provider has an available slot next week.,curated_project_dataset,train
3009,Finance,transaction_issue,I need help with a bank transaction (request 96),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train
3010,E-commerce,refund,My refund has not arrived (request 30),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train
3011,E-commerce,damaged_product,The package arrived damaged (request 92),Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train
3012,Healthcare,emergency_guidance,I have a severe medical problem. What should I do? (request 98),"Seek urgent medical attention immediately, especially if symptoms are severe, sudden, or life-threatening.",curated_project_dataset,train
3013,Finance,balance_inquiry,Please help me: I want to know my bank balance. Can you guide me?,Please check the balance section of your official banking app or online banking account.,curated_project_dataset,train
3014,Finance,cash_withdrawal,The ATM did not give me cash (request 26),"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,train
3015,E-commerce,refund,How does a product refund work? (request 87),"After the return or cancellation is approved, the refund is generally processed to the original payment method, subject to the seller's policy.",curated_project_dataset,train
3016,Finance,credit_card,I need help with my credit card (request 92),"Please specify whether you need help with payments, limits, transactions, fees, or card access so the appropriate guidance can be provided.",curated_project_dataset,train
3017,Healthcare,medication_information,What is this medicine used for? (request 73),Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train
3018,Healthcare,appointment_cancel,Please cancel my consultation (request 88),I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,train
3019,Healthcare,appointment_booking,I need help with this: I need to schedule a consultation.,Sure. Please choose the required doctor or specialty and select an available appointment slot.,curated_project_dataset,train
3020,Healthcare,lab_test,Where can I get my blood test done? (request 62),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,train
3021,Finance,transaction_issue,Why is my transaction not showing?,Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,train
3022,E-commerce,return_order,I want to return something I bought (request 74),You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
3023,Finance,card_payment,I want to know: Why did my card payment fail? Can you guide me?,"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,train
3024,Healthcare,lab_test,Where can I get my blood test done? (request 26),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,train
3025,E-commerce,delivery_time,Do you offer fast delivery? (request 100),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train
3026,E-commerce,track_order,My order has not arrived yet (request 32),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train
3027,E-commerce,damaged_product,I received a broken product (request 83),Please report the issue promptly through your order support or return process and provide clear photos of the damage.,curated_project_dataset,train
3028,Healthcare,lab_test,I need information about a medical test (request 88),"Please provide the test name. Preparation, timing, and interpretation can vary by test.",curated_project_dataset,train
3029,Healthcare,medication_information,What is this medicine used for? (request 25),Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train
3030,E-commerce,product_information,Is this item available? (request 52),Check the product page for the latest stock status. Availability can change quickly.,curated_project_dataset,train
3031,E-commerce,account_issue,My account is not working (request 60),"Try signing out and back in or resetting your password. If the problem continues, contact customer support.",curated_project_dataset,train
3032,Finance,card_payment,Why did my card payment fail? (request 30),"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,train
3033,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 70),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,train
3034,Healthcare,health_insurance,I need information about health insurance (request 64),"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train
3035,E-commerce,wrong_product,I got the wrong product. What should I do? (request 92),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train
3036,Finance,fraud_transaction,Please help me: There is a suspicious transaction on my account. Can you guide me?,Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train
3037,Healthcare,prescription,I lost my prescription. What should I do? (request 99),Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train
3038,Finance,fraud_transaction,I want to know: There is a suspicious transaction on my account. Can you guide me?,Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train
3039,Finance,transfer_pending,Please help me: Why is my transfer still pending? Can you guide me?,A transfer may remain pending while the bank processes or verifies it. Check the transaction details for the expected processing time.,curated_project_dataset,train
3040,E-commerce,track_order,Where is my order? (request 65),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train
3041,Finance,transfer_failed,I cannot send money (request 83),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train
3042,E-commerce,payment_failed,My payment failed (request 81),"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train
3043,Healthcare,appointment_cancel,Can I cancel my appointment today? (request 67),"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,train
3044,E-commerce,payment_failed,Can you help me with this? I cannot complete my payment.,"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train
3045,E-commerce,refund,My refund has not arrived (request 50),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train
3046,E-commerce,cancel_order,Please cancel my order (request 27),I can guide you through cancellation. Check your order details for the Cancel Order option.,curated_project_dataset,train
3047,E-commerce,return_order,Can I return my product? (request 35),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,train
3048,Healthcare,emergency_guidance,What should I do in a medical emergency? (request 33),"For a serious or life-threatening emergency, seek immediate emergency medical care or contact your local emergency service. Do not rely on a chatbot for emergency treatment.",curated_project_dataset,train
3049,E-commerce,product_information,Is this item available? (request 32),Check the product page for the latest stock status. Availability can change quickly.,curated_project_dataset,train
3050,Finance,transfer_failed,My money transfer failed.,"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,train
3051,E-commerce,payment_failed,I cannot complete my payment.,"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train
3052,E-commerce,cancel_order,I want to know: How do I stop an order before it ships?,Open your order details and select cancellation if the option is still available.,curated_project_dataset,train
3053,Healthcare,lab_test,I need information about a medical test (request 52),"Please provide the test name. Preparation, timing, and interpretation can vary by test.",curated_project_dataset,train
3054,Finance,transfer_failed,I cannot send money.,"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train
3055,Healthcare,emergency_guidance,What should I do in a medical emergency? (request 37),"For a serious or life-threatening emergency, seek immediate emergency medical care or contact your local emergency service. Do not rely on a chatbot for emergency treatment.",curated_project_dataset,train
3056,Healthcare,medication_information,How should I learn about my prescribed medicine? (request 43),"Review the prescription and medication leaflet, and ask your doctor or pharmacist about dosage, interactions, and precautions.",curated_project_dataset,train
3057,Finance,bank_account,I need help with this: I want to open a new bank account. Can you guide me?,Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,train
3058,E-commerce,wrong_product,I received the wrong item (request 97),Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,train
3059,Finance,transaction_issue,I want to know: Why is my transaction not showing? Can you guide me?,Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,train
3060,E-commerce,wrong_product,I received the wrong item (request 5),Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,train
3061,Healthcare,appointment_booking,I need help with this: I want to see a doctor.,I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train
3062,Healthcare,medical_report,I received my test report. What does it mean? (request 47),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train
3063,Finance,credit_card,How can I apply for a credit card? (request 33),Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
3064,Finance,transaction_issue,My transaction looks incorrect (request 34),"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,train
3065,E-commerce,payment_failed,I cannot complete my payment (request 95),"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train
3066,Healthcare,symptoms_information,I have been feeling unwell. What should I do? (request 31),"If symptoms are mild, monitor them and consider contacting a healthcare professional. Seek urgent medical care if symptoms are severe or rapidly worsening.",curated_project_dataset,train
3067,E-commerce,damaged_product,My product arrived damaged (request 97),"Please take photos of the damaged item and packaging, then report the issue through the order's return or support process as soon as possible.",curated_project_dataset,train
3068,Finance,balance_inquiry,How can I check my balance? (request 54),Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,train
3069,Finance,transfer_pending,My money transfer is pending.,Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
3070,Finance,card_payment,My debit card payment did not work (request 84),"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,train
3071,E-commerce,refund,How does a product refund work? (request 79),"After the return or cancellation is approved, the refund is generally processed to the original payment method, subject to the seller's policy.",curated_project_dataset,train
3072,E-commerce,account_issue,How do I update my account details? (request 75),"Open your account settings and edit the available profile information, then save the changes.",curated_project_dataset,train
3073,Finance,balance_inquiry,How can I check my balance? (request 78),Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,train
3074,E-commerce,delivery_time,When will my order be delivered?,The estimated delivery date is usually shown in your order details and may depend on your location and shipping method.,curated_project_dataset,train
3075,E-commerce,refund,How does a product refund work? (request 55),"After the return or cancellation is approved, the refund is generally processed to the original payment method, subject to the seller's policy.",curated_project_dataset,train
3076,Finance,credit_card,How can I apply for a credit card? Can you guide me?,Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
