id,domain,intent,user_query,response,source,split
2305,Healthcare,appointment_reschedule,How can I change my consultation date? (request 68),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train
2306,Healthcare,medical_report,I received my test report. What does it mean? (request 71),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train
2307,Finance,transfer_failed,Why did my transfer fail? (request 66),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train
2308,Healthcare,medication_information,Can you give me information about a medicine? (request 38),"Please provide the medicine name. I can give general information, but medication decisions should be confirmed with a qualified healthcare professional.",curated_project_dataset,validation
2309,Healthcare,lab_test,Where can I get my blood test done? (request 74),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,validation
2310,Healthcare,appointment_reschedule,I need to reschedule my doctor's visit (request 50),"Open your appointment and select Reschedule, then choose another available date and time.",curated_project_dataset,train
2311,Finance,balance_inquiry,How can I check my balance?,Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,train
2312,E-commerce,product_information,Where can I find product specifications? (request 75),Product specifications are usually listed on the product page under the description or specifications section.,curated_project_dataset,test
2313,Finance,transfer_failed,I cannot send money (request 43),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train
2314,Finance,transfer_pending,Why is my transfer still pending? (request 82),A transfer may remain pending while the bank processes or verifies it. Check the transaction details for the expected processing time.,curated_project_dataset,train
2315,Finance,bank_account,Can you help me with this? What documents are needed to open an account? Can you guide me?,Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,train
2316,Finance,fraud_transaction,I think my account has been compromised.,"Contact your bank immediately through an official channel, secure your account credentials, and follow its instructions for protecting the account.",curated_project_dataset,test
2317,Finance,loan_information,How do I check loan eligibility? (request 40),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train
2318,Healthcare,medication_information,What is this medicine used for? (request 49),Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train
2319,E-commerce,payment_failed,Why was my online payment declined? (request 70),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train
2320,Healthcare,medical_report,I need help with this: Where can I see my medical report?,"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,validation
2321,Finance,transaction_issue,Why is my transaction not showing? (request 99),Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,train
2322,Finance,bank_account,I want to know: I want to open a new bank account. Can you guide me?,Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,validation
2323,Finance,transfer_pending,My money transfer is pending (request 49),Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
2324,E-commerce,account_issue,I forgot my account password.,Use the password-reset option associated with your account email or phone number.,curated_project_dataset,train
2325,E-commerce,cancel_order,I want to cancel my order (request 69),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,test
2326,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 83),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train
2327,Finance,card_payment,My card payment was declined (request 25),"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train
2328,E-commerce,payment_failed,My payment failed (request 61),"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train
2329,E-commerce,wrong_product,My order contains a different product (request 94),Start a return or replacement request for the incorrect item and follow the seller's instructions.,curated_project_dataset,train
2330,E-commerce,delivery_time,When will my order be delivered? (request 69),The estimated delivery date is usually shown in your order details and may depend on your location and shipping method.,curated_project_dataset,train
2331,Finance,transfer_pending,My money transfer is pending.,Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
2332,Healthcare,medication_information,I want information about my medication (request 76),Please share the medicine name if you want general information. Do not change the prescribed dose without consulting your healthcare professional.,curated_project_dataset,train
2333,Healthcare,prescription,Can you help me with this? Can I get a copy of my prescription?,"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train
2334,Healthcare,medication_information,I want to know: What is this medicine used for?,Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train
2335,Healthcare,symptoms_information,What should I do about these symptoms? (request 85),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train
2336,Finance,fraud_transaction,Someone may have used my card (request 82),"Contact your card issuer immediately using the official number or app, secure your account, and follow the issuer's instructions for reporting suspected fraud.",curated_project_dataset,train
2337,Finance,transfer_failed,My money transfer failed (request 53),"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,train
2338,E-commerce,delivery_time,How long does delivery take? (request 34),"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,train
2339,Finance,credit_card,I need help with my credit card (request 60),"Please specify whether you need help with payments, limits, transactions, fees, or card access so the appropriate guidance can be provided.",curated_project_dataset,validation
2340,Healthcare,lab_test,How do I book a lab test? (request 89),"Select the required test, choose an available laboratory or collection service, and confirm the appointment if booking is available.",curated_project_dataset,train
2341,E-commerce,return_order,How do I return a product? (request 41),"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,train
2342,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 63),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train
2343,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 53),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train
2344,Finance,loan_information,How do I check loan eligibility? (request 52),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train
2345,Finance,card_payment,My card payment was declined (request 77),"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train
2346,E-commerce,return_order,Can I return my product? (request 63),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,test
2347,Healthcare,appointment_reschedule,Please help me: How can I change my consultation date?,Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train
2348,Finance,transfer_failed,Why did my transfer fail? (request 94),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,test
2349,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 74),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,train
2350,E-commerce,wrong_product,I received the wrong item (request 25),Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,test
2351,Finance,cash_withdrawal,I could not withdraw cash (request 37),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
2352,Finance,credit_card,What is my credit card limit? (request 70),"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train
2353,Finance,cash_withdrawal,The ATM did not give me cash (request 98),"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,train
2354,Finance,bank_account,How do I open a bank account? (request 85),"Account-opening requirements vary by bank. Check the bank's official website or branch for eligibility, documents, and application steps.",curated_project_dataset,train
2355,Healthcare,appointment_booking,Please help me: I need to schedule a consultation.,Sure. Please choose the required doctor or specialty and select an available appointment slot.,curated_project_dataset,train
2356,E-commerce,account_issue,I cannot access my shopping account (request 45),"Use the account recovery or password-reset option. If you still cannot sign in, contact customer support through the official channel.",curated_project_dataset,train
2357,E-commerce,wrong_product,The product I received is not what I ordered (request 39),Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,test
2358,Healthcare,medical_report,Can you help me with this? Where can I see my medical report?,"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,train
2359,Healthcare,appointment_reschedule,How can I change my consultation date? (request 56),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train
2360,E-commerce,delivery_time,I want to know: How long does delivery take?,"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,train
2361,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 90),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,test
2362,E-commerce,product_information,Does this product have the features I need? (request 82),"Please check the product specifications and description. If a required feature is unclear, contact the seller for confirmation.",curated_project_dataset,train
2363,Healthcare,emergency_guidance,What should I do in a medical emergency? (request 25),"For a serious or life-threatening emergency, seek immediate emergency medical care or contact your local emergency service. Do not rely on a chatbot for emergency treatment.",curated_project_dataset,test
2364,Finance,transfer_pending,My money transfer is pending (request 37),Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
2365,Finance,card_payment,My debit card payment did not work.,"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,validation
2366,E-commerce,return_order,How do I return a product? (request 25),"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,train
2367,E-commerce,account_issue,How do I update my account details? (request 47),"Open your account settings and edit the available profile information, then save the changes.",curated_project_dataset,test
2368,Healthcare,medical_report,How do I download my lab report? (request 40),"If online access is provided, sign in to the patient portal and look under reports or test results.",curated_project_dataset,train
2369,Healthcare,appointment_booking,How can I book a doctor appointment? (request 41),"You can book an appointment by selecting a doctor, choosing an available date and time, and confirming the booking.",curated_project_dataset,train
2370,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 69),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train
2371,Healthcare,prescription,How do I view my prescription? (request 40),"If your provider offers online records, sign in to your healthcare account and open the prescription or medication section.",curated_project_dataset,train
2372,Finance,cash_withdrawal,Why did my cash withdrawal fail? Can you guide me?,"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,test
2373,E-commerce,refund,I want to know my refund status (request 72),Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,validation
2374,E-commerce,cancel_order,Can I cancel my purchase? (request 46),Cancellation depends on the order status. Please open the order details and check whether the cancellation option is available.,curated_project_dataset,train
2375,E-commerce,track_order,My order has not arrived yet (request 32),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train
2376,Healthcare,symptoms_information,What should I do about these symptoms? (request 73),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train
2377,Healthcare,lab_test,I need information about a medical test (request 68),"Please provide the test name. Preparation, timing, and interpretation can vary by test.",curated_project_dataset,train
2378,Healthcare,symptoms_information,Can you tell me what my symptoms mean? (request 58),Symptoms can have many possible causes. Please consult a healthcare professional for an appropriate evaluation rather than relying on a chatbot for diagnosis.,curated_project_dataset,test
2379,Healthcare,emergency_guidance,This feels like an emergency (request 68),"Please seek immediate emergency medical assistance. If possible, have someone stay with you while help is arranged.",curated_project_dataset,test
2380,E-commerce,refund,My refund has not arrived (request 54),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train
2381,E-commerce,track_order,My order has not arrived yet (request 36),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,validation
2382,Healthcare,medication_information,How should I learn about my prescribed medicine? (request 71),"Review the prescription and medication leaflet, and ask your doctor or pharmacist about dosage, interactions, and precautions.",curated_project_dataset,train
2383,E-commerce,refund,When will I get my refund? (request 97),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train
2384,Finance,bank_account,I need help with this: How do I open a bank account? Can you guide me?,"Account-opening requirements vary by bank. Check the bank's official website or branch for eligibility, documents, and application steps.",curated_project_dataset,test
2385,E-commerce,product_information,Does this product have the features I need? (request 50),"Please check the product specifications and description. If a required feature is unclear, contact the seller for confirmation.",curated_project_dataset,train
2386,E-commerce,return_order,How do I return a product? (request 57),"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,train
2387,Finance,transfer_pending,My bank transfer has not completed (request 95),"Please check the transfer status and expected processing time. If it remains pending longer than expected, contact your bank.",curated_project_dataset,train
2388,E-commerce,product_information,Is this item available? (request 56),Check the product page for the latest stock status. Availability can change quickly.,curated_project_dataset,test
2389,Finance,cash_withdrawal,The ATM did not give me cash (request 90),"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,train
2390,E-commerce,return_order,Can I return my product? (request 51),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,validation
2391,E-commerce,delivery_time,Do you offer fast delivery? (request 100),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train
2392,E-commerce,return_order,How do I return a product? (request 53),"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,train
2393,Finance,loan_information,How can I apply for a loan? (request 81),"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train
2394,Healthcare,appointment_booking,I want to see a doctor (request 80),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train
2395,E-commerce,cancel_order,I want to cancel my order (request 73),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,train
2396,Healthcare,health_insurance,Can you help me with this? Can I use insurance for my hospital visit?,This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train
2397,E-commerce,wrong_product,I received the wrong item (request 53),Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,train
2398,Finance,balance_inquiry,What is my account balance? Can you guide me?,"You can check your current balance through your bank's official mobile app, online banking portal, ATM, or branch.",curated_project_dataset,train
2399,Finance,bank_account,How do I open a bank account? (request 29),"Account-opening requirements vary by bank. Check the bank's official website or branch for eligibility, documents, and application steps.",curated_project_dataset,train
2400,Finance,transfer_failed,Why did my transfer fail? Can you guide me?,"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train
2401,Healthcare,appointment_cancel,I need to cancel my doctor's appointment (request 34),Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train
2402,E-commerce,cancel_order,I want to cancel my order (request 41),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,train
2403,Healthcare,emergency_guidance,I have a severe medical problem. What should I do? (request 34),"Seek urgent medical attention immediately, especially if symptoms are severe, sudden, or life-threatening.",curated_project_dataset,train
2404,Healthcare,emergency_guidance,What should I do in a medical emergency? (request 29),"For a serious or life-threatening emergency, seek immediate emergency medical care or contact your local emergency service. Do not rely on a chatbot for emergency treatment.",curated_project_dataset,test
2405,Healthcare,health_insurance,I need information about health insurance (request 24),"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train
2406,E-commerce,product_information,Is this item available? (request 32),Check the product page for the latest stock status. Availability can change quickly.,curated_project_dataset,train
2407,E-commerce,return_order,I want to know: Can I return my product?,"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,test
2408,Healthcare,prescription,I want to know: Where can I find my prescription?,Your prescription may be available in your healthcare account or provided by your doctor. Check your medical records or contact the clinic.,curated_project_dataset,train
2409,Finance,fraud_transaction,I do not recognize a transaction (request 65),"If you do not recognize a transaction, contact your bank or card issuer through its official channel immediately and follow its fraud-reporting process.",curated_project_dataset,train
2410,Finance,transaction_issue,I need help with a bank transaction (request 96),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train
2411,E-commerce,account_issue,I cannot access my shopping account (request 97),"Use the account recovery or password-reset option. If you still cannot sign in, contact customer support through the official channel.",curated_project_dataset,train
2412,E-commerce,account_issue,How do I update my account details? (request 59),"Open your account settings and edit the available profile information, then save the changes.",curated_project_dataset,train
2413,E-commerce,refund,When will I get my refund? (request 85),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train
2414,Healthcare,health_insurance,Can I use insurance for my hospital visit? (request 95),This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train
2415,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 29),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train
2416,Finance,fraud_transaction,I need help with this: I do not recognize a transaction. Can you guide me?,"If you do not recognize a transaction, contact your bank or card issuer through its official channel immediately and follow its fraud-reporting process.",curated_project_dataset,train
2417,E-commerce,delivery_time,Do you offer fast delivery? (request 84),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train
2418,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 75),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train
2419,Finance,fraud_transaction,Someone may have used my card (request 70),"Contact your card issuer immediately using the official number or app, secure your account, and follow the issuer's instructions for reporting suspected fraud.",curated_project_dataset,train
2420,Finance,cash_withdrawal,Please help me: I could not withdraw cash. Can you guide me?,"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
2421,Healthcare,lab_test,How do I book a lab test? (request 53),"Select the required test, choose an available laboratory or collection service, and confirm the appointment if booking is available.",curated_project_dataset,train
2422,Healthcare,appointment_cancel,How do I cancel my appointment? (request 73),"You can cancel the appointment from your booking details. If cancellation is unavailable online, contact the healthcare provider.",curated_project_dataset,train
2423,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 39),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train
2424,Finance,credit_card,How can I apply for a credit card? (request 61),Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
2425,Healthcare,medical_report,Can you help me with this? Can you explain my medical report?,"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,validation
2426,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 91),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train
2427,Finance,fraud_transaction,There is a suspicious transaction on my account (request 55),Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,validation
2428,E-commerce,return_order,I need help with this: I want to return something I bought.,You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
2429,Finance,cash_withdrawal,The ATM did not give me cash (request 86),"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,train
2430,E-commerce,wrong_product,I got the wrong product. What should I do? (request 28),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train
2431,E-commerce,cancel_order,How do I stop an order before it ships? (request 56),Open your order details and select cancellation if the option is still available.,curated_project_dataset,train
2432,E-commerce,refund,When will I get my refund? (request 25),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train
2433,Healthcare,appointment_reschedule,Can I change my appointment time? (request 17),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
2434,Healthcare,prescription,I need help with this: I lost my prescription. What should I do?,Contact the prescribing healthcare provider or pharmacist. They can advise whether a replacement or copy can be issued.,curated_project_dataset,train
2435,E-commerce,delivery_time,When will my order be delivered? (request 81),The estimated delivery date is usually shown in your order details and may depend on your location and shipping method.,curated_project_dataset,train
2436,Healthcare,medication_information,I want information about my medication (request 100),Please share the medicine name if you want general information. Do not change the prescribed dose without consulting your healthcare professional.,curated_project_dataset,validation
2437,Finance,cash_withdrawal,I could not withdraw cash (request 49),"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
2438,E-commerce,wrong_product,I received the wrong item (request 57),Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,train
2439,E-commerce,refund,When will I get my refund? (request 89),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train
2440,E-commerce,product_information,Please help me: Is this item available?,Check the product page for the latest stock status. Availability can change quickly.,curated_project_dataset,train
2441,Finance,transaction_issue,Why is my transaction not showing? (request 87),Transaction updates can take time depending on the transaction type. Check again later and contact your bank if the expected posting time has passed.,curated_project_dataset,test
2442,Finance,loan_information,I want to know: I need information about a personal loan. Can you guide me?,"Personal-loan terms vary by lender, including eligibility, interest rate, tenure, and fees. Review the lender's official terms before applying.",curated_project_dataset,test
2443,Finance,transfer_pending,My money transfer is pending (request 77),Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train
2444,E-commerce,product_information,How can I get information about a product? (request 41),"Open the product page to view its description, specifications, availability, price, and seller information.",curated_project_dataset,train
2445,E-commerce,return_order,Can you help me with this? I want to return something I bought.,You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
2446,E-commerce,payment_failed,I need help with this: My payment failed.,"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,test
2447,Finance,balance_inquiry,Please help me: How can I check my balance? Can you guide me?,Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,train
2448,Finance,bank_account,What documents are needed to open an account? Can you guide me?,Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,validation
2449,E-commerce,delivery_time,When will my order be delivered? (request 77),The estimated delivery date is usually shown in your order details and may depend on your location and shipping method.,curated_project_dataset,train
2450,E-commerce,cancel_order,Can I cancel my purchase? (request 98),Cancellation depends on the order status. Please open the order details and check whether the cancellation option is available.,curated_project_dataset,train
2451,E-commerce,product_information,Where can I find product specifications? (request 43),Product specifications are usually listed on the product page under the description or specifications section.,curated_project_dataset,train
2452,Healthcare,emergency_guidance,I have a severe medical problem. What should I do? (request 54),"Seek urgent medical attention immediately, especially if symptoms are severe, sudden, or life-threatening.",curated_project_dataset,train
2453,Healthcare,medical_report,I received my test report. What does it mean? (request 51),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,test
2454,Healthcare,appointment_reschedule,Can I move my appointment to next week? (request 35),You can reschedule if the provider has an available slot next week.,curated_project_dataset,train
2455,Healthcare,medical_report,Where can I see my medical report? (request 33),"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,train
2456,Finance,fraud_transaction,I do not recognize a transaction (request 93),"If you do not recognize a transaction, contact your bank or card issuer through its official channel immediately and follow its fraud-reporting process.",curated_project_dataset,validation
2457,E-commerce,cancel_order,I want to cancel my order (request 57),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,train
2458,Finance,cash_withdrawal,The ATM did not give me cash (request 74),"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,test
2459,Finance,card_payment,Why did my card payment fail? (request 46),"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,test
2460,E-commerce,return_order,I want to know: I want to return something I bought.,You can request a return from the order details if the item meets the seller's return conditions.,curated_project_dataset,train
2461,E-commerce,track_order,How can I track my package? (request 66),Use the tracking link in your order details or provide your order number to check the shipment status.,curated_project_dataset,train
2462,Finance,transfer_failed,My money transfer failed (request 57),"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,train
2463,E-commerce,track_order,What is the status of my order? (request 63),Please provide your order number so the current delivery status can be checked.,curated_project_dataset,validation
2464,E-commerce,cancel_order,How do I stop an order before it ships? (request 68),Open your order details and select cancellation if the option is still available.,curated_project_dataset,test
2465,E-commerce,payment_failed,My payment failed (request 93),"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train
2466,Finance,card_payment,I cannot pay with my card (request 75),"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,test
2467,Healthcare,health_insurance,Does my health insurance cover this treatment? (request 85),"Coverage depends on your insurance plan, provider network, and policy terms. Check your policy or contact your insurer for confirmation.",curated_project_dataset,train
2468,Healthcare,appointment_cancel,Please cancel my consultation (request 44),I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,train
2469,Finance,fraud_transaction,There is a suspicious transaction on my account (request 43),Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train
2470,Healthcare,health_insurance,Can I use insurance for my hospital visit? (request 51),This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train
2471,Healthcare,medical_report,Can you explain my medical report? (request 18),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train
2472,Finance,credit_card,How can I apply for a credit card? (request 65),Credit-card eligibility and application requirements vary by issuer. Check the issuer's official application process and terms.,curated_project_dataset,train
2473,Healthcare,appointment_reschedule,Can I change my appointment time? (request 65),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train
2474,Healthcare,appointment_booking,I want to see a doctor (request 76),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train
2475,Healthcare,symptoms_information,I want information about my symptoms (request 96),"I can provide general health information, but a clinician should evaluate symptoms to determine the appropriate diagnosis and treatment.",curated_project_dataset,validation
2476,Finance,cash_withdrawal,The ATM did not give me cash (request 46),"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,train
2477,Finance,balance_inquiry,What is my account balance? (request 25),"You can check your current balance through your bank's official mobile app, online banking portal, ATM, or branch.",curated_project_dataset,validation
2478,Finance,loan_information,How do I check loan eligibility? (request 100),"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train
2479,Healthcare,symptoms_information,What should I do about these symptoms? (request 97),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train
2480,E-commerce,refund,My refund has not arrived (request 66),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train
2481,Finance,cash_withdrawal,I could not withdraw cash.,"Check whether your card is active and whether you have sufficient available balance. If the ATM charged you without dispensing cash, contact your bank promptly.",curated_project_dataset,train
2482,E-commerce,account_issue,My account is not working.,"Try signing out and back in or resetting your password. If the problem continues, contact customer support.",curated_project_dataset,train
2483,Healthcare,prescription,How do I view my prescription? (request 96),"If your provider offers online records, sign in to your healthcare account and open the prescription or medication section.",curated_project_dataset,train
2484,Finance,transfer_failed,I need help with this: Why did my transfer fail? Can you guide me?,"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,test
