id,domain,intent,user_query,response,source,split,intent_id,domain_id
2142,Healthcare,appointment_cancel,I want to know: How do I cancel my appointment?,"You can cancel the appointment from your booking details. If cancellation is unavailable online, contact the healthcare provider.",curated_project_dataset,validation,2,2
2143,Healthcare,prescription,How do I view my prescription? (request 32),"If your provider offers online records, sign in to your healthcare account and open the prescription or medication section.",curated_project_dataset,train,21,2
2144,Healthcare,appointment_reschedule,Can I change my appointment time? (request 25),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train,3,2
2145,Healthcare,medical_report,Can you help me with this? How do I download my lab report?,"If online access is provided, sign in to the patient portal and look under reports or test results.",curated_project_dataset,train,18,2
2146,Finance,card_payment,My card payment was declined (request 29),"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,validation,7,1
2147,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 71),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train,8,1
2148,E-commerce,payment_failed,Why was my online payment declined? (request 34),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,validation,20,0
2149,Finance,transaction_issue,My transaction looks incorrect (request 30),"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,train,27,1
2150,E-commerce,payment_failed,I cannot complete my payment (request 59),"Check the payment method and billing details, then retry. If it still fails, try another supported payment method.",curated_project_dataset,train,20,0
2151,Finance,loan_information,I need information about a personal loan.,"Personal-loan terms vary by lender, including eligibility, interest rate, tenure, and fees. Review the lender's official terms before applying.",curated_project_dataset,train,16,1
2152,Healthcare,health_insurance,Can I use insurance for my hospital visit? (request 47),This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train,14,2
2153,Healthcare,appointment_cancel,I need to cancel my doctor's appointment (request 94),Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train,2,2
2154,E-commerce,payment_failed,My payment failed (request 65),"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train,20,0
2155,Healthcare,emergency_guidance,When should I seek emergency care? (request 47),"Emergency care may be needed for severe or rapidly worsening symptoms. When in doubt about a potentially serious condition, seek immediate professional medical help.",curated_project_dataset,train,12,2
2156,Finance,transfer_pending,I want to know: Why is my transfer still pending? Can you guide me?,A transfer may remain pending while the bank processes or verifies it. Check the transaction details for the expected processing time.,curated_project_dataset,train,29,1
2157,E-commerce,delivery_time,How long does delivery take? (request 30),"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,train,11,0
2158,Healthcare,appointment_cancel,I want to know: I need to cancel my doctor's appointment.,Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train,2,2
2159,Healthcare,lab_test,Where can I get my blood test done? (request 46),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,validation,15,2
2160,E-commerce,wrong_product,The product I received is not what I ordered (request 71),Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,train,30,0
2161,Healthcare,appointment_booking,I want to see a doctor.,I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train,1,2
2162,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 75),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train,1,2
2163,E-commerce,damaged_product,The package arrived damaged (request 56),Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train,10,0
2164,Healthcare,medication_information,I want information about my medication (request 68),Please share the medicine name if you want general information. Do not change the prescribed dose without consulting your healthcare professional.,curated_project_dataset,train,19,2
2165,Healthcare,appointment_booking,I want to know: I need to schedule a consultation.,Sure. Please choose the required doctor or specialty and select an available appointment slot.,curated_project_dataset,train,1,2
2166,E-commerce,return_order,Can I return my product? (request 47),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,train,24,0
2167,Healthcare,emergency_guidance,This feels like an emergency (request 20),"Please seek immediate emergency medical assistance. If possible, have someone stay with you while help is arranged.",curated_project_dataset,test,12,2
2168,Healthcare,appointment_reschedule,Can I change my appointment time? (request 29),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,test,3,2
2169,E-commerce,track_order,My order has not arrived yet (request 64),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train,26,0
2170,Healthcare,appointment_reschedule,Can I move my appointment to next week? (request 43),You can reschedule if the provider has an available slot next week.,curated_project_dataset,test,3,2
2171,Finance,balance_inquiry,Can I check my balance online? (request 80),Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,train,4,1
2172,E-commerce,cancel_order,I want to cancel my order (request 61),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,train,6,0
2173,Finance,cash_withdrawal,I want to know: The ATM did not give me cash. Can you guide me?,"If your account was debited, keep the ATM receipt or transaction details and contact your bank immediately for investigation.",curated_project_dataset,validation,8,1
2174,E-commerce,product_information,Where can I find product specifications? (request 27),Product specifications are usually listed on the product page under the description or specifications section.,curated_project_dataset,train,22,0
2175,E-commerce,delivery_time,Can you help me with this? How long does delivery take?,"Delivery time varies by location, seller, and shipping option. Check the estimated delivery date shown during checkout or in your order.",curated_project_dataset,train,11,0
2176,Finance,loan_information,How can I apply for a loan? (request 85),"Loan eligibility, documents, interest rates, and application procedures vary by lender. Check the lender's official application process.",curated_project_dataset,train,16,1
2177,Finance,bank_account,I want to open a new bank account (request 67),Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,train,5,1
2178,Finance,bank_account,What documents are needed to open an account? (request 66),Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,train,5,1
2179,E-commerce,account_issue,I forgot my account password (request 90),Use the password-reset option associated with your account email or phone number.,curated_project_dataset,validation,0,0
2180,Finance,bank_account,I want to know: What documents are needed to open an account? Can you guide me?,Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,train,5,1
2181,E-commerce,account_issue,My account is not working (request 76),"Try signing out and back in or resetting your password. If the problem continues, contact customer support.",curated_project_dataset,train,0,0
2182,E-commerce,damaged_product,What should I do if my item is damaged? (request 62),"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,validation,10,0
2183,E-commerce,refund,Please help me: My refund has not arrived.,"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train,23,0
2184,E-commerce,product_information,Does this product have the features I need? (request 42),"Please check the product specifications and description. If a required feature is unclear, contact the seller for confirmation.",curated_project_dataset,train,22,0
2185,Healthcare,lab_test,I want to know: Do I need an appointment for a lab test?,It depends on the laboratory and test. Check the laboratory's booking requirements before visiting.,curated_project_dataset,train,15,2
2186,Finance,transaction_issue,Please help me: My transaction looks incorrect. Can you guide me?,"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,train,27,1
2187,E-commerce,payment_failed,Why was my online payment declined? (request 94),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train,20,0
2188,Healthcare,appointment_cancel,Can you help me with this? Can I cancel my appointment today?,"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,test,2,2
2189,Finance,card_payment,My debit card payment did not work (request 88),"Please check your card balance and status. If the issue continues, contact your bank for assistance.",curated_project_dataset,train,7,1
2190,E-commerce,cancel_order,Can I cancel my purchase? (request 70),Cancellation depends on the order status. Please open the order details and check whether the cancellation option is available.,curated_project_dataset,train,6,0
2191,Finance,card_payment,Why did my card payment fail? (request 62),"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,validation,7,1
2192,Healthcare,appointment_reschedule,Can I change my appointment time? (request 33),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,validation,3,2
2193,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 67),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train,1,2
2194,Finance,loan_information,I need help with this: How do I check loan eligibility? Can you guide me?,"Eligibility depends on the lender's criteria, which may include income, credit history, employment, and existing obligations.",curated_project_dataset,train,16,1
2195,Finance,transfer_pending,My money transfer is pending (request 73),Pending transfers can take time depending on the bank and transfer type. Please check the transaction status and contact your bank if it remains pending beyond the expected processing period.,curated_project_dataset,train,29,1
2196,Finance,transfer_failed,My money transfer failed (request 93),"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,train,28,1
2197,Healthcare,prescription,Where can I find my prescription? (request 37),Your prescription may be available in your healthcare account or provided by your doctor. Check your medical records or contact the clinic.,curated_project_dataset,train,21,2
2198,Healthcare,appointment_cancel,I need to cancel my doctor's appointment (request 26),Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train,2,2
2199,Finance,transfer_failed,Why did my transfer fail? (request 34),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train,28,1
2200,E-commerce,return_order,Can I return my product? (request 55),"Return eligibility depends on the product, seller policy, and purchase date. Check the return policy associated with your order.",curated_project_dataset,train,24,0
2201,Finance,card_payment,My card payment was declined (request 85),"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train,7,1
2202,E-commerce,account_issue,I cannot access my shopping account (request 77),"Use the account recovery or password-reset option. If you still cannot sign in, contact customer support through the official channel.",curated_project_dataset,test,0,0
2203,Finance,card_payment,I cannot pay with my card (request 63),"Verify that your card is active and has sufficient funds. If payments continue to fail, contact your card issuer.",curated_project_dataset,train,7,1
2204,Finance,card_payment,My card payment was declined (request 89),"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train,7,1
2205,Finance,transfer_pending,When will my pending transfer be completed? (request 76),Processing time varies by bank and transfer type. Check the transaction status for the latest update.,curated_project_dataset,train,29,1
2206,Healthcare,medication_information,What is this medicine used for? (request 85),Medication uses depend on the specific medicine and your circumstances. Check the medicine label or consult a pharmacist or doctor for reliable guidance.,curated_project_dataset,train,19,2
2207,E-commerce,delivery_time,Can I know the expected delivery date? (request 55),Yes. Check your order details for the current estimated delivery date.,curated_project_dataset,train,11,0
2208,Finance,bank_account,How do I open a bank account? (request 77),"Account-opening requirements vary by bank. Check the bank's official website or branch for eligibility, documents, and application steps.",curated_project_dataset,train,5,1
2209,Finance,cash_withdrawal,Why did my cash withdrawal fail? (request 51),"A withdrawal may fail because of insufficient funds, card restrictions, ATM issues, or withdrawal limits.",curated_project_dataset,train,8,1
2210,Finance,card_payment,I need help with this: Why did my card payment fail? Can you guide me?,"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,train,7,1
2211,E-commerce,damaged_product,I received a broken product (request 75),Please report the issue promptly through your order support or return process and provide clear photos of the damage.,curated_project_dataset,validation,10,0
2212,Healthcare,emergency_guidance,I need help with this: When should I seek emergency care?,"Emergency care may be needed for severe or rapidly worsening symptoms. When in doubt about a potentially serious condition, seek immediate professional medical help.",curated_project_dataset,train,12,2
2213,E-commerce,delivery_time,Can I know the expected delivery date? (request 47),Yes. Check your order details for the current estimated delivery date.,curated_project_dataset,train,11,0
2214,E-commerce,track_order,What is the status of my order? (request 27),Please provide your order number so the current delivery status can be checked.,curated_project_dataset,train,26,0
2215,E-commerce,track_order,What is the status of my order? (request 31),Please provide your order number so the current delivery status can be checked.,curated_project_dataset,train,26,0
2216,Healthcare,health_insurance,Can I use insurance for my hospital visit? (request 83),This depends on your plan and the healthcare provider. Confirm eligibility and any pre-authorization requirements with your insurer.,curated_project_dataset,train,14,2
2217,E-commerce,refund,I want to know my refund status (request 36),Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,train,23,0
2218,Finance,balance_inquiry,Please help me: I want to know my bank balance. Can you guide me?,Please check the balance section of your official banking app or online banking account.,curated_project_dataset,train,4,1
2219,Healthcare,symptoms_information,What should I do about these symptoms? (request 65),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train,25,2
2220,Finance,transfer_failed,Why did my transfer fail? (request 26),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train,28,1
2221,Healthcare,appointment_booking,I want to see a doctor (request 28),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train,1,2
2222,Healthcare,medication_information,Can you give me information about a medicine? (request 74),"Please provide the medicine name. I can give general information, but medication decisions should be confirmed with a qualified healthcare professional.",curated_project_dataset,train,19,2
2223,Healthcare,prescription,Can I get a copy of my prescription? (request 26),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train,21,2
2224,Healthcare,medical_report,Can you explain my medical report? (request 26),"I can explain general medical terminology, but a healthcare professional should interpret your results in the context of your symptoms and medical history.",curated_project_dataset,train,18,2
2225,Healthcare,appointment_booking,I want to see a doctor (request 56),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train,1,2
2226,Healthcare,lab_test,Do I need an appointment for a lab test? (request 39),It depends on the laboratory and test. Check the laboratory's booking requirements before visiting.,curated_project_dataset,validation,15,2
2227,Healthcare,symptoms_information,I have been feeling unwell. What should I do?,"If symptoms are mild, monitor them and consider contacting a healthcare professional. Seek urgent medical care if symptoms are severe or rapidly worsening.",curated_project_dataset,test,25,2
2228,Finance,bank_account,Please help me: How do I open a bank account? Can you guide me?,"Account-opening requirements vary by bank. Check the bank's official website or branch for eligibility, documents, and application steps.",curated_project_dataset,test,5,1
2229,E-commerce,return_order,How do I return a product? (request 77),"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,train,24,0
2230,Finance,bank_account,Can I open a bank account online? (request 36),"Many banks offer online account opening, subject to eligibility and verification requirements. Check your bank's official website.",curated_project_dataset,train,5,1
2231,Healthcare,lab_test,How do I book a lab test? (request 25),"Select the required test, choose an available laboratory or collection service, and confirm the appointment if booking is available.",curated_project_dataset,train,15,2
2232,Finance,transfer_pending,When will my pending transfer be completed? (request 56),Processing time varies by bank and transfer type. Check the transaction status for the latest update.,curated_project_dataset,train,29,1
2233,E-commerce,return_order,How do I return a product? (request 81),"Open your order details, select the return option if eligible, choose a return reason, and follow the provided instructions.",curated_project_dataset,test,24,0
2234,E-commerce,track_order,How can I track my package? (request 50),Use the tracking link in your order details or provide your order number to check the shipment status.,curated_project_dataset,train,26,0
2235,Healthcare,symptoms_information,What should I do about these symptoms? (request 37),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train,25,2
2236,Healthcare,appointment_booking,I want to see a doctor (request 48),I can help you schedule a consultation. Please provide the medical specialty or doctor you want to visit.,curated_project_dataset,train,1,2
2237,Healthcare,appointment_cancel,Please help me: Can I cancel my appointment today?,"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,train,2,2
2238,E-commerce,track_order,My order has not arrived yet (request 80),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train,26,0
2239,E-commerce,cancel_order,I want to cancel my order (request 45),"If the order has not shipped, you may be able to cancel it from your order details. Once shipped, cancellation may no longer be available.",curated_project_dataset,test,6,0
2240,Finance,card_payment,My card payment was declined (request 41),"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train,7,1
2241,E-commerce,wrong_product,I received the wrong item (request 37),Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,train,30,0
2242,E-commerce,damaged_product,What should I do if my item is damaged? (request 54),"Keep the product and packaging, document the damage with photos, and submit a damage claim or return request through the order details.",curated_project_dataset,train,10,0
2243,E-commerce,cancel_order,Can I cancel my purchase?,Cancellation depends on the order status. Please open the order details and check whether the cancellation option is available.,curated_project_dataset,validation,6,0
2244,E-commerce,account_issue,I cannot access my shopping account (request 69),"Use the account recovery or password-reset option. If you still cannot sign in, contact customer support through the official channel.",curated_project_dataset,train,0,0
2245,Healthcare,prescription,Please help me: How do I view my prescription?,"If your provider offers online records, sign in to your healthcare account and open the prescription or medication section.",curated_project_dataset,train,21,2
2246,E-commerce,payment_failed,My payment failed (request 29),"Please verify your payment details, available funds, and any bank authentication requirements, then try again.",curated_project_dataset,train,20,0
2247,Finance,bank_account,Can you help me with this? Can I open a bank account online? Can you guide me?,"Many banks offer online account opening, subject to eligibility and verification requirements. Check your bank's official website.",curated_project_dataset,train,5,1
2248,Healthcare,lab_test,I need information about a medical test.,"Please provide the test name. Preparation, timing, and interpretation can vary by test.",curated_project_dataset,test,15,2
2249,E-commerce,payment_failed,Why was my online payment declined? (request 90),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train,20,0
2250,Finance,transaction_issue,I need help with a bank transaction (request 52),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train,27,1
2251,Healthcare,appointment_booking,How can I book a doctor appointment? (request 61),"You can book an appointment by selecting a doctor, choosing an available date and time, and confirming the booking.",curated_project_dataset,train,1,2
2252,Finance,loan_information,I need information about a personal loan (request 50),"Personal-loan terms vary by lender, including eligibility, interest rate, tenure, and fees. Review the lender's official terms before applying.",curated_project_dataset,train,16,1
2253,Healthcare,lab_test,I need information about a medical test (request 72),"Please provide the test name. Preparation, timing, and interpretation can vary by test.",curated_project_dataset,train,15,2
2254,Healthcare,appointment_booking,How can I book a doctor appointment? (request 93),"You can book an appointment by selecting a doctor, choosing an available date and time, and confirming the booking.",curated_project_dataset,test,1,2
2255,Healthcare,lab_test,Do I need an appointment for a lab test? (request 67),It depends on the laboratory and test. Check the laboratory's booking requirements before visiting.,curated_project_dataset,train,15,2
2256,E-commerce,wrong_product,I got the wrong product. What should I do? (request 88),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train,30,0
2257,Healthcare,appointment_reschedule,Can I change my appointment time? (request 81),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,validation,3,2
2258,E-commerce,damaged_product,I need help with this: The package arrived damaged.,Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train,10,0
2259,Healthcare,symptoms_information,I want information about my symptoms (request 60),"I can provide general health information, but a clinician should evaluate symptoms to determine the appropriate diagnosis and treatment.",curated_project_dataset,train,25,2
2260,Healthcare,health_insurance,I need information about health insurance (request 100),"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train,14,2
2261,E-commerce,account_issue,My account is not working (request 36),"Try signing out and back in or resetting your password. If the problem continues, contact customer support.",curated_project_dataset,train,0,0
2262,E-commerce,account_issue,How do I update my account details? (request 95),"Open your account settings and edit the available profile information, then save the changes.",curated_project_dataset,train,0,0
2263,Finance,transaction_issue,Can you help me with this? There is a problem with my transaction. Can you guide me?,"Review the transaction details and status in your banking account. If the issue is unresolved, contact your bank with the transaction reference.",curated_project_dataset,train,27,1
2264,Healthcare,medical_report,Where can I see my medical report? (request 61),"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,train,18,2
2265,Finance,transfer_failed,I cannot send money (request 59),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train,28,1
2266,Finance,bank_account,Can you help me with this? I want to open a new bank account. Can you guide me?,Choose an appropriate account type and follow the bank's official application process. You may need identity and address documents.,curated_project_dataset,validation,5,1
2267,Healthcare,appointment_booking,Can I make an appointment for tomorrow? (request 43),"Yes, if appointments are available. Please select the doctor and check tomorrow's available time slots.",curated_project_dataset,train,1,2
2268,Finance,transfer_failed,Why did my transfer fail? (request 74),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train,28,1
2269,Healthcare,appointment_reschedule,I want to know: Can I change my appointment time?,"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train,3,2
2270,E-commerce,payment_failed,Why was my online payment declined? (request 74),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,test,20,0
2271,Finance,transfer_failed,My money transfer failed.,"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,train,28,1
2272,Healthcare,appointment_booking,How can I book a doctor appointment? (request 69),"You can book an appointment by selecting a doctor, choosing an available date and time, and confirming the booking.",curated_project_dataset,train,1,2
2273,E-commerce,wrong_product,I got the wrong product. What should I do? (request 76),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,validation,30,0
2274,Finance,transaction_issue,I need help with a bank transaction (request 80),Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train,27,1
2275,Finance,balance_inquiry,Can I check my balance online? (request 32),Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,train,4,1
2276,Healthcare,appointment_cancel,I need to cancel my doctor's appointment (request 38),Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,validation,2,2
2277,Healthcare,medical_report,Where can I see my medical report? (request 97),"If digital records are available, check your healthcare account or patient portal. Otherwise, contact the healthcare provider that performed the test.",curated_project_dataset,train,18,2
2278,Finance,transfer_failed,My money transfer failed (request 81),"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,train,28,1
2279,Finance,transfer_failed,My money transfer failed (request 29),"Please check the transfer details and your account status. If the problem persists, contact your bank for the specific reason for failure.",curated_project_dataset,train,28,1
2280,Healthcare,medical_report,I received my test report. What does it mean? (request 59),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train,18,2
2281,Healthcare,prescription,Can I get a copy of my prescription? (request 42),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,test,21,2
2282,E-commerce,track_order,Can you help me with this? My order has not arrived yet.,"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train,26,0
2283,Finance,balance_inquiry,What is my account balance? (request 89),"You can check your current balance through your bank's official mobile app, online banking portal, ATM, or branch.",curated_project_dataset,train,4,1
2284,Healthcare,appointment_cancel,I need to cancel my doctor's appointment (request 66),Please open your appointment details and select the cancellation option. Check the provider's cancellation policy for any applicable conditions.,curated_project_dataset,train,2,2
2285,Healthcare,appointment_reschedule,Can I change my appointment time? (request 49),"Yes. If another slot is available, you can reschedule the appointment from your booking details.",curated_project_dataset,train,3,2
2286,E-commerce,refund,I want to know my refund status (request 32),Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,train,23,0
2287,Finance,transfer_pending,I need help with this: Why is my transfer still pending? Can you guide me?,A transfer may remain pending while the bank processes or verifies it. Check the transaction details for the expected processing time.,curated_project_dataset,train,29,1
2288,Healthcare,medication_information,How should I learn about my prescribed medicine? (request 47),"Review the prescription and medication leaflet, and ask your doctor or pharmacist about dosage, interactions, and precautions.",curated_project_dataset,train,19,2
2289,E-commerce,refund,How does a product refund work? (request 59),"After the return or cancellation is approved, the refund is generally processed to the original payment method, subject to the seller's policy.",curated_project_dataset,validation,23,0
2290,Finance,transfer_failed,Why did my transfer fail? (request 46),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train,28,1
2291,E-commerce,refund,My refund has not arrived (request 30),"Please check the refund status and original payment method. If the stated processing period has passed, contact customer support with your order details.",curated_project_dataset,train,23,0
2292,Finance,fraud_transaction,I need help with this: There is a suspicious transaction on my account. Can you guide me?,Review the transaction and report it to your bank promptly if you did not authorize it. Use only official banking contact channels.,curated_project_dataset,train,13,1
2293,Finance,transfer_failed,I cannot send money (request 51),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train,28,1
2294,Healthcare,medication_information,How should I learn about my prescribed medicine? (request 35),"Review the prescription and medication leaflet, and ask your doctor or pharmacist about dosage, interactions, and precautions.",curated_project_dataset,test,19,2
2295,Finance,transfer_failed,Please help me: I cannot send money. Can you guide me?,"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,validation,28,1
2296,Healthcare,prescription,Can I get a copy of my prescription? (request 78),"You can request a copy from your prescribing doctor or healthcare provider, subject to their procedures.",curated_project_dataset,train,21,2
2297,Finance,fraud_transaction,I do not recognize a transaction (request 85),"If you do not recognize a transaction, contact your bank or card issuer through its official channel immediately and follow its fraud-reporting process.",curated_project_dataset,train,13,1
2298,Finance,loan_information,I need information about a personal loan (request 42),"Personal-loan terms vary by lender, including eligibility, interest rate, tenure, and fees. Review the lender's official terms before applying.",curated_project_dataset,train,16,1
2299,E-commerce,wrong_product,I received the wrong item (request 49),Please report the issue through your order details and provide the order number and photos of the received product if requested.,curated_project_dataset,train,30,0
2300,Healthcare,medical_report,I received my test report. What does it mean? (request 63),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train,18,2
2301,Healthcare,symptoms_information,What should I do about these symptoms? (request 89),"I can provide general information, but symptoms alone cannot establish a diagnosis. For persistent, severe, or worrying symptoms, consult a qualified healthcare professional.",curated_project_dataset,train,25,2
2302,Healthcare,appointment_reschedule,How can I change my consultation date? (request 36),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train,3,2
2303,Finance,bank_account,I need help with this: What documents are needed to open an account? Can you guide me?,Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,train,5,1
2304,E-commerce,account_issue,I cannot access my shopping account (request 85),"Use the account recovery or password-reset option. If you still cannot sign in, contact customer support through the official channel.",curated_project_dataset,validation,0,0
2305,Healthcare,appointment_reschedule,How can I change my consultation date? (request 68),Use the reschedule option in your appointment details and select a new available date.,curated_project_dataset,train,3,2
2306,Healthcare,medical_report,I received my test report. What does it mean? (request 71),"Please discuss the report with your healthcare professional, who can interpret the findings using your clinical history and examination.",curated_project_dataset,train,18,2
2307,Finance,transfer_failed,Why did my transfer fail? (request 66),"Transfers can fail because of incorrect details, account restrictions, insufficient funds, or bank-side issues. Check the transaction information and contact your bank if needed.",curated_project_dataset,train,28,1
2308,Healthcare,medication_information,Can you give me information about a medicine? (request 38),"Please provide the medicine name. I can give general information, but medication decisions should be confirmed with a qualified healthcare professional.",curated_project_dataset,validation,19,2
2309,Healthcare,lab_test,Where can I get my blood test done? (request 74),You can use an authorized laboratory or collection center. Follow the test-specific preparation instructions provided by your healthcare provider.,curated_project_dataset,validation,15,2
2310,Healthcare,appointment_reschedule,I need to reschedule my doctor's visit (request 50),"Open your appointment and select Reschedule, then choose another available date and time.",curated_project_dataset,train,3,2
2311,Finance,balance_inquiry,How can I check my balance?,Use your bank's official app or online banking service to view your current account balance.,curated_project_dataset,train,4,1
2312,E-commerce,product_information,Where can I find product specifications? (request 75),Product specifications are usually listed on the product page under the description or specifications section.,curated_project_dataset,test,22,0
